# confusables.txt
# Ngày: 22/07/2025, 05:49:37 GMT
# © 2025 Unicode®, Inc.
# Unicode và Logo Unicode là các nhãn hiệu đã được đăng ký của Unicode, Inc. tại Hoa Kỳ và các quốc gia khác.
# Để biết các điều khoản sử dụng và giấy phép, vui lòng xem https://www.unicode.org/terms_of_use.html
#
# Cơ chế bảo mật Unicode cho UTS #39
# Phiên bản: 17.0.0
#
# Để biết tài liệu và hướng dẫn sử dụng, vui lòng xem https://www.unicode.org/reports/tr39
#
05AD ; 0596 ; MA # ( ֭ → ֖ ) GIỌNG HEBREW DEHI → GIẤC HEBREW TIPEHA #

0E03 ; 0E02 ; MA # ( ฃ → ข ) NHÂN VẬT THÁI KHÔ KHUẤT → NHÂN VẬT THÁI KHẢI #

0E14 ; 0E04 ; MA # ( ด → ค ) NHÂN VẬT THÁI ĐÔ DEK → NHÂN VẬT THÁI KHO KHWAI #
0E15 ; 0E04 ; MA # ( ต → ค ) NHÂN VẬT THÁI ĐẾN TAO → NHÂN VẬT THÁI KHO KHWAI # →ด→

0E21 ; 0E06 ; MA # ( ม → ฆ ) NHÂN VẬT THÁI MÔ MA → NHÂN VẬT THÁI KHO RAKHANG #

0E88 ; 0E08 ; MA # ( ຈ → จ ) CHỮ LÀO → CHỮ THÁI CHO CHAN #

0E0B; 0E0A ; MA # ( ซ → ช ) NHÂN THÁI SO SO → NHÂN THÁI CHO CHANG #

0E0F ; 0E0E ; MA # ( ฏ → ฎ ) NHÂN VẬT THÁI ĐẾN PATAK → NHÂN VẬT THÁI DO CHADA #

0E17 ; 0E11 ; MA # ( ท → ฑ ) NHÂN VẬT THÁI THO THAHAN → NHÂN VẬT THÁI THO NANGMONTHO #

0E9A ; 0E1A ; MA # ( ບ → บ ) CHỮ LÀO → CHÂN THÁI BO BAIMAI #

0E9B ; 0E1B ; MA # ( ປ → ป ) LÀO CHỮ PO → THÁI CHỮ PO PLA #

0E9D ; 0E1D ; MA # ( ຝ → ฝ ) CHỮ LÀO TÂM → CHỮ THÁI FO FA #

0E9E ; 0E1E ; MA # ( ພ → พ ) CHỮ LÀO PHỐ TÂM → CHÂN THÁI PHỐ PHAN #

0E9F ; 0E1F ; MA # ( ຟ → ฟ ) THƯ LÀO FO SUNG → NHÂN VẬT THÁI FO FAN #

0E26 ; 0E20 ; MA # ( ฦ → ภ ) NHÂN VẬT THÁI LU → NHÂN VẬT THÁI PHỐ SAMPHAO #

0E8D ; 0E22 ; MA # ( ຍ → ย ) CHỮ LÀO NYO → CHỮ THÁI YO YAK #

17D4 ; 0E2F ; MA #* ( ។ → ฯ ) KHMER SIGN KHAN → NHÂN VẬT THÁI PAIYANNOI #

0E45 ; 0E32 ; MA # ( ๅ → า ) NHÂN VẬT THÁI LAKKHANGYAO → NHÂN VẬT THÁI SARA AA #

0E33 ; 030A 0E32 ; MA # ( ำ → ̊า ) NHÂN VẬT THÁI SARA AM → KẾT HỢP NHẪN TRÊN, NHÂN VẬT THÁI SARA AA # →ํา→

17B7 ; 0E34 ; MA # ( ិ → ิ ) KÝ HIỆU NGUYÊN ÂM KHMER I → KÝ TỰ THÁI SARA I #

17B8 ; 0E35 ; MA # ( ី → ี ) KÝ HIỆU NGUYÊN ÂM KHMER II → KÝ TỰ THÁI SARA II #

17B9 ; 0E36 ; MA # ( ឹ → ึ ) KÝ HIỆU NGUYÊN ÂM KHMER Y → KÝ TỰ THÁI SARA UE #

17BA ; 0E37 ; MA # ( ឺ → ื ) KÝ HIỆU NGUYÊN ÂM KHMER YY → KÝ TỰ THÁI SARA UEE #

0EB8 ; 0E38 ; MA # ( ຸ → ุ ) DẤU NGUYÊN ÂM LÀO U → KÝ TỰ THÁI SARA U #

0EB9 ; 0E39 ; MA # ( ູ → ู ) NGUYÊN TÂM LÀO KÝ UU → NHÂN VẬT THÁI SARA UU #

0E41 ; 0E40 0E40 ; MA # ( แ → เเ ) NHÂN VẬT THÁI SARA AE → NHÂN VẬT THÁI SARA E, NHÂN VẬT THÁI SARA E #

0EDC; 0EAB 0E99; MA # ( ໜ → ຫນ ) LAO HỒ NO → LÀO CHƯ HỒ SUNG, LÀO CHƯ SỐ #

0EDD; 0EAB 0EA1 ; MA # ( ໝ → ຫມ ) LÀO HỒ MƠ → LÀO CHƯ HỒ SUNG, LÀO CHƯ MO #

0EB3 ; 030A 0EB2 ; MA # ( ຳ → ̊າ ) NGUYÊN TẮC LÀO KÝ AM → TỔNG HỢP NHẪN TRÊN, KÝ NGUYÊN TẮC LÀO AA # →ໍາ→

0F02 ; 0F60 0F74 0F82 0F7F ; MA #* ( ༂ → འུྂཿ ) DẤU HIỆU TIBETAN GTER YIG MGO -UM RNAM BCAD MA → CHỮ CÁI TIBETAN -A, DẤU NGUYÊN ÂM TIBETAN U, DẤU HIỆU TIBETAN NYI ZLA NAA DA, DẤU HIỆU TIBETAN RNAM BCAD #

0F03 ; 0F60 0F74 0F82 0F14 ; MA #* ( ༃ → འུྂ༔ ) TIBETAN MARK GTER YIG MGO -UM GTER TSHEG MA → TIBETAN LETTER -A, TIBETAN VOWEL SIGN U, TIBETAN SIGN NYI ZLA NAA DA, TIBETAN MARK GTER TSHEG #

0F6A ; 0F62 ; MA # ( ཪ → ར ) CHỮ CÁI TÂY TẠNG DẠNG CỐ ĐỊNH RA → CHỮ CÁI TÂY TẠNG RA #

0F00; 0F68 0F7C 0F7E ; MA # ( ༀ → ཨོཾ ) ÂM TIBETAN OM → CHỮ TIBETAN A, NGUYÊN TẮC TIBETAN SIGN O, TIBETAN SIGN RJES SU NGA RO #

0F77 ; 0FB2 0F71 0F80 ; MA # ( ཷ → ྲཱྀ ) DẤU NGUYÊN ÂM TIBET RR → CHỮ CÁI NỐI TIBET RA, DẤU NGUYÊN ÂM TIBET AA, DẤU NGUYÊN ÂM TIBET ĐẢO NGƯỢC I #

0F79 ; 0FB3 0F71 0F80 ; MA # ( ཹ → ླཱྀ ) DẤU NGUYÊN ÂM TIBET LL → CHỮ CÁI LA NỐI TIBET, DẤU NGUYÊN ÂM TIBET AA, DẤU NGUYÊN ÂM TIBET ĐẢO NGƯỢC I #

0F7B ; 0F7A 0F7A ; MA # ( ཻ → ེེ ) NGUYÊN TẮC TIBETAN KÝ EE → NGUYÊN NGUYỆN TIBETAN KÝ E, NGUYÊN TẮC TIBETAN KÝ E #

0F7D ; 0F7C 0F7C ; MA # ( ཽ → ོོ ) DẤU NGUYÊN ÂM TIBET OO → DẤU NGUYÊN ÂM TIBET O, DẤU NGUYÊN ÂM TIBET O #

11CB2 ; 11CAA ; MA # ( 𑲲 → 𑲪 ) MARCHEN NGUYÊN ÂM U → MARCHEN CHỮ CÁI NỐI RA #

1734 ; 1715 ; MA # ( ᜴ → ᜕ ) HANUNOO SIGN PAMUDPOD → TAGALOG SIGN PAMUDPOD #

1070 ; 1003 103E ; MA # ( ၰ → ဃှ ) CHỮ CÁI MYANMAR PHÍA ĐÔNG PWO KAREN GHWA → CHỮ CÁI MYANMAR GHA, DẤU PHỤ ÂM MYANMAR PHÍA GIỮA HA #

1066 ; 1015 103E ; MA # ( ၦ → ပှ ) THƯ MYANMAR TÂY PWO KAREN PWA → THƯ MYANMAR PA, PHỤ TÙNG MYANMAR KÝ MEDIAL HA #

101F ; 1015 102C ; MA # ( ဟ → ပာ ) THƯ MYANMAR HA → THƯ MYANMAR PA, KÝ NGUYÊN NGUYỆN MYANMAR AA #

106F ; 1015 102C 103E ; MA # ( ၯ → ပာှ ) THƯ MYANMAR ĐÔNG PWO KAREN YWA → THƯ MYANMAR PA, KÝ NGUYÊN NGUYÊN MYANMAR AA, KÝ PHỤ TÙNG MYANMAR MEDIAL HA # →ဟှ→

107E ; 107D 103E ; MA # ( ၾ → ၽှ ) THƯ MYANMAR SHAN FA → THƯ MYANMAR SHAN PHA, DẤU PHỤ TÙNG MYANMAR MEDIAL HA #

1061 ; 101B 103E ; MA # ( ၡ → ရှ ) THƯ MYANMAR SGAW KAREN SHA → THƯ MYANMAR RA, DẤU PHỤ TÙNG MYANMAR MEDIAL HA #

1029 ; 101E 103C ; MA # ( ဩ → သြ ) THƯ MYANMAR O → THƯ MYANMAR SA, DẤU PHỤ TÙNG MYANMAR MEDIAL RA #

102A ; 101E 103C 0B47 102C 103A ; MA # ( ဪ → သြେာ် ) MYANMAR THƯ AU → MYANMAR THƯ SA, MYANMAR CONSONANT SIGN MEDIAL RA, ORIYA VOWEL SIGN E, MYANMAR VOWEL SIGN AA, MYANMAR SIGN ASAT # →ဩော်→

109E ; 1083 030A ; MA #* ( ႞ → ႃ̊ ) KÝ HIỆU MYANMAR SHAN ONE → DẤU NGUYÊN ÂM MYANMAR SHAN AA, VÒNG KẾT HỢP PHÍA TRÊN # →ႃံ→

178F ; 178A ; MA # ( ត → ដ ) CHỮ KHMER TA → CHỮ KHMER DA #

17A3 ; 17A2 ; MA # ( ឣ → អ ) NGUYÊN TẮC ĐỘC LẬP KHMER QAQ → CHỮ KHMER QA #

19D0 ; 199E ; MA # ( ᧐ → ᦞ ) CHỮ SỐ TAI LUE MỚI ZERO → CHỮ TAI LUE MỚI THẤP VA #

19D1 ; 19B1 ; MA # ( ᧑ → ᦱ ) CHỮ SỐ TAI LUE MỚI → DẤU NGUYÊN TÂM TAI LUE MỚI AA #

1A80; 1A45 ; MA # ( ᪀ → ᩅ ) TAI THAM HORA CHỮ SỐ ZERO → TAI THAM THƯ WA #
1A90 ; 1A45 ; MA # ( ᪐ → ᩅ ) TAI THAM THAM CHỮ SỐ 0 → TAI THAM THƯ WA #

AA53 ; AA01 ; MA # ( ꩓ → ꨁ ) CHAM CHỮ SỐ BA → CHAM CHỮ CÁI I #

AA56 ; AA23 ; MA # ( ꩖ → ꨣ ) CHAM CHỮ SỐ SÁU → CHAM CHỮ CÁI RA #

1B52 ; 1B0D ; MA # ( ᭒ → ᬍ ) CHỮ SỐ HAI TIẾNG BA LAN → CHỮ CÁI TIẾNG BA LAN LA LENGA #

1B53 ; 1B11 ; MA # ( ᭓ → ᬑ ) CHỮ SỐ BA CỦA NGƯỜI BA LAN → CHỮ CÁI CỦA NGƯỜI BA LAN OKARA #

1B58 ; 1B28 ; MA # ( ᭘ → ᬨ ) CHỮ SỐ BALINE TÁM → CHỮ CÁI BALINE PA KAPAL #

A9A3 ; A99D; MA # ( ꦣ → ꦝ ) CHỮ JAVAN DA MAHAPRANA → CHƯA TIẾNG JAVA DDA #

1896 ; 185C; MA # ( ᢖ → ᡜ ) THƯ MÔNG CỔ ALI GALI ZA → THƯ MÔNG CỔ TODO DZA #

1855 ; 1835 ; MA # ( ᡕ → ᠵ ) MÔNG CỔ THƯ TODO YA → MÔNG CỔ THƯ JA #

1FF6 ; 13EF ; MA # ( ῶ → Ꮿ ) CHỮ CÁI HY LẠP THƯỜNG OMEGA CÓ DẤU NGOẶC → CHỮ CÁI CHEROKEE YA #

140D ; 1401 00B7 ; MA # ( ᐍ → ᐁ· ) ÂM TIẾT CANADA WEST-CREE WE → ÂM TIẾT CANADA E, DẤU CHẤM GIỮA # →ᐁᐧ→

142B ; 1401 1420 ; MA # ( ᐫ → ᐁᐠ ) BẢNG ÂM TIẾT CANADA EN → BẢNG ÂM TIẾT CANADA E, BẢNG ÂM TIẾT CANADA MỘ CUỐI CÙNG #

1411 ; 1404 00B7 ; MA # ( ᐑ → ᐄ· ) BẢNG ÂM TIẾT CANADA WEST-CREE WII → BẢNG ÂM TIẾT CANADA II, DẤU CHẤM GIỮA # →ᐄᐧ→

1413 ; 1405 00B7 ; MA # ( ᐓ → ᐅ· ) ÂM TIẾT CANADA WEST-CREE WO → ÂM TIẾT CANADA O, DẤU CHẤM GIỮA # →ᐅᐧ→

142D ; 1405 1420 ; MA # ( ᐭ → ᐅᐠ ) BẢNG ÂM TIẾT CANADA ON → BẢNG ÂM TIẾT CANADA O, BẢNG ÂM TIẾT CANADA MỘ CUỐI CÙNG #

1415 ; 1406 00B7 ; MA # ( ᐕ → ᐆ· ) ÂM TIẾT CANADA WEST-CREE WOO → ÂM TIẾT CANADA OO, DẤU CHẤM GIỮA # →ᐆᐧ→

1418 ; 140A 00B7 ; MA # ( ᐘ → ᐊ· ) ÂM TIẾT CANADA WEST-CREE WA → ÂM TIẾT CANADA A, DẤU CHẤM GIỮA # →ᐊᐧ→

142E ; 140A 1420 ; MA # ( ᐮ → ᐊᐠ ) BẢNG ÂM TIẾT CANADA AN → BẢNG ÂM TIẾT CANADA A, BẢNG ÂM TIẾT CANADA MỘ CUỐI CÙNG #

141A ; 140B 00B7 ; MA # ( ᐚ → ᐋ· ) ÂM TIẾT CANADA WEST-CREE WAA → ÂM TIẾT CANADA AA, DẤU CHẤM GIỮA # →ᐋᐧ→

18DD ; 141E 18DF ; MA # ( ᣝ → ᐞᣟ ) ÂM TIẾT CANADA PHƯƠNG TÂY W → ÂM TIẾT CANADA ÂM TẮT THANH QUẢN, ÂM TIẾT CANADA DẤU CHẤM NÂNG CUỐI #

14D1 ; 1421 ; MA # ( ᓑ → ᐡ ) ÂM TIẾT CANADA NG → ÂM TIẾT CANADA NỬA VÒNG DƯỚI CUỐI CÙNG #

1540 ; 1429 ; MA # ( ᕀ → ᐩ ) BẢNG ÂM TIẾT CANADA WEST-CREE Y → BẢNG ÂM TIẾT CANADA FINAL PLUS #

143F ; 1432 00B7 ; MA # ( ᐿ → ᐲ· ) ÂM TIẾT CANADA WEST-CREE PWII → ÂM TIẾT CANADA PII, DẤU CHẤM GIỮA # →ᐲᐧ→

1443 ; 1434 00B7 ; MA # ( ᑃ → ᐴ· ) ÂM TIẾT CANADA WEST-CREE PWOO → ÂM TIẾT CANADA POO, DẤU CHẤM GIỮA # →ᐴᐧ→

2369 ; 1435 ; MA #* ( ⍩ → ᐵ ) APL KÝ HIỆU CHỨC NĂNG LỚN HƠN DẤU CHẤM → ÂM TIẾT CANADA Y-CREE POO #

1447 ; 1439 00B7 ; MA # ( ᑇ → ᐹ· ) BẢNG ÂM TIẾT CANADA WEST-CREE PWAA → BẢNG ÂM TIẾT CANADA PAA, DẤU CHẤM GIỮA # →ᐹᐧ→

145C ; 144F 00B7 ; MA # ( ᑜ → ᑏ· ) ÂM TIẾT CANADA WEST-CREE TWII → ÂM TIẾT CANADA TII, DẤU CHẤM GIỮA # →ᑏᐧ→

2E27 ; 1450 ; MA #* ( ⸧ → ᑐ ) NGANG PHẢI U → ÂM TIẾT CANADA THÀNH # →⊃→
2283 ; 1450 ; MA #* ( ⊃ → ᑐ ) TẬP HỢP LỚN HƠN CỦA → ÂM TIẾT CANADA ĐẾN #

145E ; 1450 00B7 ; MA # ( ᑞ → ᑐ· ) ÂM TIẾT CANADA WEST-CREE HAI → ÂM TIẾT CANADA ĐẾN, CHẤM GIỮA # →ᑐᐧ→

1469 ; 1450 0027 ; MA # ( ᑩ → ᑐ' ) ÂM TIẾT CANADA TTO → ÂM TIẾT CANADA TO, DẤU NHẤN # →ᑐᑊ→

27C9 ; 1450 002F ; MA #* ( ⟉ → ᑐ/ ) TẬP HỢP CHUNG TRƯỚC DẤU NỐI → ÂM TIẾT CANADA TO, DẤU NỐI # →⊃/→

2AD7 ; 1450 1455 ; MA #* ( ⫗ → ᑐᑕ ) TẬP HỢP LỚN HƠN BÊN CẠNH TẬP HỢP CON → ÂM TIẾT CANADA ĐẾN, ÂM TIẾT CANADA TA # →⊃⊂→

1460 ; 1451 00B7 ; MA # ( ᑠ → ᑑ· ) ÂM TIẾT CANADA WEST-CREE HAI → ÂM TIẾT CANADA CŨNG, DẤU CHẤM GIỮA # →ᑑᐧ→

2E26 ; 1455 ; MA #* ( ⸦ → ᑕ ) NGANG TRÁI U → ÂM TIẾT CANADA TA # →⊂→
2282 ; 1455 ; MA #* ( ⊂ → ᑕ ) TẬP CON CỦA → ÂM THANH CANADA TA #

1462 ; 1455 00B7 ; MA # ( ᑢ → ᑕ· ) ÂM TIẾT CANADA WEST-CREE TWA → ÂM TIẾT CANADA TA, DẤU CHẤM GIỮA # →ᑕᐧ→

146A ; 1455 0027 ; MA # ( ᑪ → ᑕ' ) ÂM TIẾT CANADA TTA → ÂM TIẾT CANADA TA, DẤU NHẤN # →ᑕᑊ→

1464 ; 1456 00B7 ; MA # ( ᑤ → ᑖ· ) ÂM TIẾT CANADA WEST-CREE TWAA → ÂM TIẾT CANADA TAA, DẤU CHẤM GIỮA # →ᑖᐧ→

1475 ; 146B 00B7 ; MA # ( ᑵ → ᑫ· ) ÂM TIẾT CANADA WEST-CREE KWE → ÂM TIẾT CANADA KE, DẤU CHẤM GIỮA # →ᑫᐧ→

1485 ; 146B 0027 ; MA # ( ᒅ → ᑫ' ) BẢNG ÂM TIẾT CANADA NAM-SLAVEY KEH → BẢNG ÂM TIẾT CANADA KE, DẤU NHÁY # →ᑫᑊ→

1479 ; 146E 00B7 ; MA # ( ᑹ → ᑮ· ) BẢNG ÂM TIẾT CANADA WEST-CREE KWII → BẢNG ÂM TIẾT CANADA KII, DẤU CHẤM GIỮA # →ᑮᐧ→

147D ; 1470 00B7 ; MA # ( ᑽ → ᑰ· ) ÂM TIẾT CANADA WEST-CREE KWOO → ÂM TIẾT CANADA KOO, DẤU CHẤM GIỮA # →ᑰᐧ→

1603 ; 1489 ; MA # ( ᘃ → ᒉ ) BẢNG CHỮ ÂM TIẾT CANADA SỐ → BẢNG CHỮ ÂM TIẾT CANADA CE #

1493 ; 1489 00B7 ; MA # ( ᒓ → ᒉ· ) BẢNG ÂM TIẾT CANADA WEST-CREE CWE → BẢNG ÂM TIẾT CANADA CE, DẤU CHẤM GIỮA # →ᒉᐧ→

1495 ; 148B 00B7 ; MA # ( ᒕ → ᒋ· ) BẢNG ÂM TIẾT CANADA WEST-CREE CWI → BẢNG ÂM TIẾT CANADA CI, DẤU CHẤM GIỮA # →ᒋᐧ→

1497 ; 148C 00B7 ; MA # ( ᒗ → ᒌ· ) BẢNG ÂM TIẾT CANADA WEST-CREE CWII → BẢNG ÂM TIẾT CANADA CII, DẤU CHẤM GIỮA # →ᒌᐧ→

149B ; 148E 00B7 ; MA # ( ᒛ → ᒎ· ) ÂM TIẾT CANADA WEST-CREE CWOO → ÂM TIẾT CANADA COO, DẤU CHẤM GIỮA # →ᒎᐧ→

1602 ; 1490 ; MA # ( ᘂ → ᒐ ) ÂM TIẾT CANADA NU → ÂM TIẾT CANADA CA #

149D ; 1490 00B7 ; MA # ( ᒝ → ᒐ· ) BẢNG ÂM TIẾT CANADA WEST-CREE CWA → BẢNG ÂM TIẾT CANADA CA, DẤU CHẤM GIỮA # →ᒐᐧ→

149F ; 1491 00B7 ; MA # ( ᒟ → ᒑ· ) ÂM TIẾT CANADA WEST-CREE CWAA → ÂM TIẾT CANADA CAA, DẤU CHẤM GIỮA # →ᒑᐧ→

14AD ; 14A3 00B7 ; MA # ( ᒭ → ᒣ· ) ÂM TIẾT CANADA WEST-CREE MWE → ÂM TIẾT CANADA ME, DẤU CHẤM GIỮA # →ᒣᐧ→

14B1 ; 14A6 00B7 ; MA # ( ᒱ → ᒦ· ) BẢNG ÂM TIẾT CANADA WEST-CREE MWII → BẢNG ÂM TIẾT CANADA MII, DẤU CHẤM GIỮA # →ᒦᐧ→

14B3 ; 14A7 00B7 ; MA # ( ᒳ → ᒧ· ) ÂM TIẾT CANADA WEST-CREE MWO → ÂM TIẾT CANADA MO, DẤU CHẤM GIỮA # →ᒧᐧ→

14B5 ; 14A8 00B7 ; MA # ( ᒵ → ᒨ· ) ÂM TIẾT CANADA WEST-CREE MWOO → ÂM TIẾT CANADA MOO, DẤU CHẤM GIỮA # →ᒨᐧ→

14B9 ; 14AB 00B7 ; MA # ( ᒹ → ᒫ· ) ÂM TIẾT CANADA WEST-CREE MWAA → ÂM TIẾT CANADA MAA, DẤU CHẤM GIỮA # →ᒫᐧ→

14CA ; 14C0 00B7 ; MA # ( ᓊ → ᓀ· ) ÂM TIẾT CANADA WEST-CREE NWE → ÂM TIẾT CANADA NE, DẤU CHẤM GIỮA # →ᓀᐧ→

18C7 ; 14C2 00B7 ; MA # ( ᣇ → ᓂ· ) ÂM TIẾT CANADA OJIBWAY NWI → ÂM TIẾT CANADA NI, DẤU CHẤM GIỮA # →ᓂᐧ→

18C9 ; 14C3 00B7 ; MA # ( ᣉ → ᓃ· ) BẢNG CHỮ ÂM TIẾT CANADA OJIBWAY NWII → BẢNG CHỮ ÂM TIẾT CANADA NII, DẤU CHẤM GIỮA # →ᓃᐧ→

18CB ; 14C4 00B7 ; MA # ( ᣋ → ᓄ· ) ÂM TIẾT CANADA OJIBWAY NWO → ÂM TIẾT CANADA KHÔNG, DẤU CHẤM GIỮA # →ᓄᐧ→

18CD; 14C5 00B7 ; MA # ( ᣍ → ᓅ· ) ÂM TIẾNG CANADA OJIBWAY NWOO → ÂM TIẾT CANADA NOO, TRUNG CẤP DOT # →ᓅᐧ→

14CC ; 14C7 00B7 ; MA # ( ᓌ → ᓇ· ) ÂM TIẾT CANADA WEST-CREE NWA → ÂM TIẾT CANADA NA, DẤU CHẤM GIỮA # →ᓇᐧ→

14CE ; 14C8 00B7 ; MA # ( ᓎ → ᓈ· ) ÂM TIẾT CANADA WEST-CREE NWAA → ÂM TIẾT CANADA NAA, DẤU CHẤM GIỮA # →ᓈᐧ→

1604 ; 14D3 ; MA # ( ᘄ → ᓓ ) ÂM TIẾT CANADA CARRIER NE → ÂM TIẾT CANADA LE #

14DD ; 14D3 00B7 ; MA # ( ᓝ → ᓓ· ) ÂM TIẾT CANADA WEST-CREE LWE → ÂM TIẾT CANADA LE, DẤU CHẤM GIỮA # →ᓓᐧ→

14DF ; 14D5 00B7 ; MA # ( ᓟ → ᓕ· ) ÂM TIẾT CANADA WEST-CREE LWI → ÂM TIẾT CANADA LI, DẤU CHẤM GIỮA # →ᓕᐧ→

14E1 ; 14D6 00B7 ; MA # ( ᓡ → ᓖ· ) BẢNG ÂM TIẾT CANADA WEST-CREE LWII → BẢNG ÂM TIẾT CANADA LII, DẤU CHẤM GIỮA # →ᓖᐧ→

14E3 ; 14D7 00B7 ; MA # ( ᓣ → ᓗ· ) ÂM TIẾT CANADA WEST-CREE LWO → ÂM TIẾT CANADA LO, DẤU CHẤM GIỮA # →ᓗᐧ→

14E5 ; 14D8 00B7 ; MA # ( ᓥ → ᓘ· ) ÂM TIẾT CANADA WEST-CREE LWOO → ÂM TIẾT CANADA LOO, DẤU CHẤM GIỮA # →ᓘᐧ→

1607 ; 14DA ; MA # ( ᘇ → ᓚ ) ÂM TIẾT CANADA NA → ÂM TIẾT CANADA LA #

14E7 ; 14DA 00B7 ; MA # ( ᓧ → ᓚ· ) ÂM TIẾT CANADA WEST-CREE LWA → ÂM TIẾT CANADA LA, DẤU CHẤM GIỮA # →ᓚᐧ→

14E9 ; 14DB 00B7 ; MA # ( ᓩ → ᓛ· ) ÂM TIẾT CANADA WEST-CREE LWAA → ÂM TIẾT CANADA LAA, DẤU CHẤM GIỮA # →ᓛᐧ→

14F7 ; 14ED 00B7 ; MA # ( ᓷ → ᓭ· ) ÂM TIẾT CANADA WEST-CREE SWE → ÂM TIẾT CANADA SE, DẤU CHẤM GIỮA # →ᓭᐧ→

14F9 ; 14EF 00B7 ; MA # ( ᓹ → ᓯ· ) ÂM TIẾT CANADA WEST-CREE SWI → ÂM TIẾT CANADA SI, DẤU CHẤM GIỮA # →ᓯᐧ→

14FB ; 14F0 00B7 ; MA # ( ᓻ → ᓰ· ) ÂM TIẾT CANADA WEST-CREE SWII → ÂM TIẾT CANADA SII, DẤU CHẤM GIỮA # →ᓰᐧ→

14FD ; 14F1 00B7 ; MA # ( ᓽ → ᓱ· ) ÂM TIẾT CANADA WEST-CREE SWO → ÂM TIẾT CANADA SO, DẤU CHẤM GIỮA # →ᓱᐧ→

14FF ; 14F2 00B7 ; MA # ( ᓿ → ᓲ· ) ÂM TIẾT CANADA WEST-CREE SWOO → ÂM TIẾT CANADA SOO, DẤU CHẤM GIỮA # →ᓲᐧ→

1501 ; 14F4 00B7 ; MA # ( ᔁ → ᓴ· ) BẢNG ÂM TIẾT CANADA WEST-CREE SWA → BẢNG ÂM TIẾT CANADA SA, DẤU CHẤM GIỮA # →ᓴᐧ→

1503 ; 14F5 00B7 ; MA # ( ᔃ → ᓵ· ) ÂM TIẾT CANADA WEST-CREE SWAA → ÂM TIẾT CANADA SAA, DẤU CHẤM GIỮA # →ᓵᐧ→

150C ; 150B 003C ; MA # ( ᔌ → ᔋ< ) ÂM TIẾT CANADA NASKAPI SPWA → ÂM TIẾT CANADA NASKAPI SW, DẤU NHỎ HƠN # →ᔋᐸ→

150E ; 150B 0062 ; MA # ( ᔎ → ᔋb ) BẢNG CHỮ ÂM TIẾT CANADA NASKAPI SKWA → BẢNG CHỮ ÂM TIẾT CANADA NASKAPI SW, CHỮ CÁI LATIN THƯỜNG B # →ᔋᑲ→

150D ; 150B 1455 ; MA # ( ᔍ → ᔋᑕ ) BẢNG ÂM TIẾT CANADA NASKAPI STWA → BẢNG ÂM TIẾT CANADA NASKAPI SW, BẢNG ÂM TIẾT CANADA TA #

150F ; 150B 1490 ; MA # ( ᔏ → ᔋᒐ ) BẢNG CHỮ ÂM TIẾT CANADA NASKAPI SCWA → BẢNG CHỮ ÂM TIẾT CANADA NASKAPI SW, BẢNG CHỮ ÂM TIẾT CANADA CA #

1518 ; 1510 00B7 ; MA # ( ᔘ → ᔐ· ) ÂM TIẾT CANADA WEST-CREE SHWE → ÂM TIẾT CANADA SHE, DẤU CHẤM GIỮA # →ᔐᐧ→

151A ; 1511 00B7 ; MA # ( ᔚ → ᔑ· ) BẢNG CHỮ ÂM TIẾT CANADA WEST-CREE SHWI → BẢNG CHỮ ÂM TIẾT CANADA SHI, DẤU CHẤM GIỮA # →ᔑᐧ→

151C ; 1512 00B7 ; MA # ( ᔜ → ᔒ· ) BẢNG ÂM TIẾT CANADA WEST-CREE SHWII → BẢNG ÂM TIẾT CANADA SHII, DẤU CHẤM GIỮA # →ᔒᐧ→

151E ; 1513 00B7 ; MA # ( ᔞ → ᔓ· ) ÂM TIẾT CANADA WEST-CREE SHWO → ÂM TIẾT CANADA SHO, DẤU CHẤM GIỮA # →ᔓᐧ→

1520 ; 1514 00B7 ; MA # ( ᔠ → ᔔ· ) ÂM TIẾT CANADA WEST-CREE SHWOO → ÂM TIẾT CANADA SHOO, DẤU CHẤM GIỮA # →ᔔᐧ→

1522 ; 1515 00B7 ; MA # ( ᔢ → ᔕ· ) ÂM TIẾT CANADA WEST-CREE SHWA → ÂM TIẾT CANADA SHA, DẤU CHẤM GIỮA # →ᔕᐧ→

1524 ; 1516 00B7 ; MA # ( ᔤ → ᔖ· ) ÂM TIẾT CANADA WEST-CREE SHWAA → ÂM TIẾT CANADA SHAA, DẤU CHẤM GIỮA # →ᔖᐧ→

1532 ; 1528 00B7 ; MA # ( ᔲ → ᔨ· ) BẢNG ÂM TIẾT CANADA WEST-CREE YWI → BẢNG ÂM TIẾT CANADA YI, DẤU CHẤM GIỮA # →ᔨᐧ→

1534 ; 1529 00B7 ; MA # ( ᔴ → ᔩ· ) BẢNG ÂM TIẾT CANADA WEST-CREE YWII → BẢNG ÂM TIẾT CANADA YII, DẤU CHẤM GIỮA # →ᔩᐧ→

1536 ; 152A 00B7 ; MA # ( ᔶ → ᔪ· ) ÂM TIẾT CANADA WEST-CREE YWO → ÂM TIẾT CANADA YO, DẤU CHẤM GIỮA # →ᔪᐧ→

